turretsLost,champExperience,goldSpent,goldEarned,assists,turretTakedowns,bountyLevel,deaths,itemsPurchased,longestTimeSpentLiving,kills,magicDamageTaken,inhibitorsLost,totalTimeSpentDead,totalDamageDealtToChampions,physicalDamageTaken,totalMinionsKilled,totalDamageDealt,inhibitorTakedowns,totalHeal,spell1Casts,totalDamageTaken,damageDealtToObjectives,consumablesPurchased,individualPosition,physicalDamageDealt,championId,magicDamageDealtToChampions,summoner1Casts,largestMultiKill,magicDamageDealt,physicalDamageDealtToChampions,dragonKills,turretKills,totalDamageShieldedOnTeammates,trueDamageTaken,baronKills,spell2Casts,timeCCingOthers,visionScore,firstTowerAssist,spell3Casts,visionWardsBoughtInGame,spell4Casts,summonerLevel,totalUnitsHealed,killingSprees,wardsPlaced,damageDealtToTurrets,largestKillingSpree
44.88845684,26.88772681,8.225353786,4.98279804,4.952493781,1.331134793,1.149309238,0.694745347,0.634136829,0.56342689,0.467463402,0.391702755,0.381601334,0.341195656,0.336144945,0.331094236,0.326043526,0.290688556,0.255333588,0.209877199,0.18462365,0.18462365,0.16947152,0.14421797,0.14421797,0.14421797,0.139167261,0.11391371,0.11391371,0.108863001,0.098761581,0.098761581,0.093710871,0.078558742,0.073508032,0.073508032,0.058355902,0.053305193,0.053305193,0.053305193,0.043203772,0.033102353,0.023000932,0.017950223,0.017950223,0.017950223,0.012899513,0.012899513,0.002798093,0.002798093
