assists,baronKills,bountyLevel,champExperience,champLevel,championId,championTransform,consumablesPurchased,damageDealtToBuildings,damageDealtToObjectives,damageDealtToTurrets,damageSelfMitigated,deaths,detectorWardsPlaced,doubleKills,dragonKills,firstBloodAssist,firstBloodKill,firstTowerAssist,firstTowerKill,gameEndedInEarlySurrender,gameEndedInSurrender,goldEarned,goldSpent,inhibitorKills,inhibitorTakedowns,inhibitorsLost,item0,item1,item2,item3,item4,item5,item6,itemsPurchased,killingSprees,kills,largestCriticalStrike,largestKillingSpree,largestMultiKill,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicDamageTaken,neutralMinionsKilled,nexusKills,nexusLost,nexusTakedowns,objectivesStolen,objectivesStolenAssists,participantId,pentaKills,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,profileIcon,quadraKills,sightWardsBoughtInGame,spell1Casts,spell2Casts,spell3Casts,spell4Casts,summoner1Casts,summoner1Id,summoner2Casts,summoner2Id,summonerLevel,teamEarlySurrendered,teamId,timeCCingOthers,timePlayed,totalDamageDealt,totalDamageDealtToChampions,totalDamageShieldedOnTeammates,totalDamageTaken,totalHeal,totalHealsOnTeammates,totalMinionsKilled,totalTimeCCDealt,totalTimeSpentDead,totalUnitsHealed,tripleKills,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,turretKills,turretTakedowns,turretsLost,unrealKills,visionScore,visionWardsBoughtInGame,wardsKilled,wardsPlaced,win
7.240322580645161,0.06225806451612903,1.0880645161290323,11850.241075268817,13.369247311827957,726356.7441935483,0.023548387096774193,3.2609677419354837,2545.74347826087,8131.13559139785,2540.2490322580643,16110.017096774194,5.951397849462365,1.189247311827957,0.5749462365591398,0.34408602150537637,0.09322580645161291,0.09924731182795699,0.04236559139784946,0.0786021505376344,0.010752688172043012,0.410752688172043,10111.172365591397,9335.645483870967,0.15827956989247313,0.4137003841229193,0.8157608695652174,3629.353548387097,3632.7466666666664,3242.6140860215055,2884.070860215054,2257.325053763441,1573.59688172043,3343.0139784946236,18.829247311827956,1.3081720430107526,5.930215053763441,170.03290322580645,2.7878494623655916,1.342258064516129,551.5194623655914,30283.264838709678,6570.750967741936,6933.948924731183,27.771612903225808,0.06129032258064516,0.30978260869565216,0.18271446862996157,0.01935483870967742,0.005698924731182796,5.5,0.0024731182795698927,63422.13322580645,8759.486021505376,13334.311182795698,3557.349139784946,0.016129032258064516,0.0,92.88258064516128,44.2252688172043,50.04505376344086,12.505591397849463,5.553978494623656,1735154.4478494623,4.288602150537635,1865552.7084946237,134.44118279569892,0.005376344086021506,150.0,20.52225806451613,1662.4086021505377,102092.17172043011,16497.49559139785,225.12870967741935,21484.507311827958,5094.215053763441,381.32870967741934,97.01290322580645,190.51311827956988,173.4025806451613,1.70752688172043,0.08419354838709678,8386.010860215054,1166.5667741935483,1215.354193548387,0.9302150537634408,1.7299615877080665,4.946739130434783,0.0,20.178924731182796,1.478494623655914,1.8687096774193548,9.052795698924731,0.5
