assists,baronKills,bountyLevel,champExperience,champLevel,championId,championTransform,consumablesPurchased,damageDealtToBuildings,damageDealtToObjectives,damageDealtToTurrets,damageSelfMitigated,deaths,detectorWardsPlaced,doubleKills,dragonKills,firstBloodAssist,firstBloodKill,firstTowerAssist,firstTowerKill,gameEndedInEarlySurrender,gameEndedInSurrender,goldEarned,goldSpent,inhibitorKills,inhibitorTakedowns,inhibitorsLost,item0,item1,item2,item3,item4,item5,item6,itemsPurchased,killingSprees,kills,largestCriticalStrike,largestKillingSpree,largestMultiKill,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicDamageTaken,neutralMinionsKilled,nexusKills,nexusLost,nexusTakedowns,objectivesStolen,objectivesStolenAssists,participantId,pentaKills,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,profileIcon,quadraKills,sightWardsBoughtInGame,spell1Casts,spell2Casts,spell3Casts,spell4Casts,summoner1Casts,summoner1Id,summoner2Casts,summoner2Id,summonerLevel,teamEarlySurrendered,teamId,timeCCingOthers,timePlayed,totalDamageDealt,totalDamageDealtToChampions,totalDamageShieldedOnTeammates,totalDamageTaken,totalHeal,totalHealsOnTeammates,totalMinionsKilled,totalTimeCCDealt,totalTimeSpentDead,totalUnitsHealed,tripleKills,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,turretKills,turretTakedowns,turretsLost,unrealKills,visionScore,visionWardsBoughtInGame,wardsKilled,wardsPlaced,win
7.46609907120743,0.07786377708978329,1.1140866873065016,11164.693653250773,13.08065015479876,196.0433436532508,0.006346749226006192,6.321052631578947,2406.544891640867,8498.79520123839,2406.544891640867,13131.948297213623,5.022755417956656,4.065944272445821,0.5055727554179567,0.2786377708978328,0.12538699690402477,0.09953560371517028,0.057585139318885446,0.08390092879256966,0.0030959752321981426,0.47678018575851394,9894.39705882353,9158.907120743033,0.10804953560371518,0.32445820433436534,0.5526315789473685,3548.080185758514,3266.294891640867,2851.5990712074304,2862.6729102167183,2587.1291021671827,2275.518575851393,3358.823839009288,21.8828173374613,1.1026315789473684,5.0055727554179565,177.73839009287926,2.5676470588235296,1.3354489164086687,532.4979876160991,34163.360371517025,5607.762074303406,5982.123374613003,29.89953560371517,0.05402476780185759,0.2724458204334365,0.1736842105263158,0.009597523219814242,0.0043343653250774,5.5,0.0009287925696594427,63083.92600619195,7683.288080495356,11784.63746130031,3132.261145510836,0.008204334365325078,0.0,101.20758513931888,57.95294117647059,64.82105263157895,14.453095975232198,5.591640866873065,8.58606811145511,4.177708978328173,6.161919504643963,291.9421052631579,0.0015479876160990713,150.0,16.26656346749226,1476.0247678018575,104204.96284829722,14118.500464396286,360.0352941176471,18643.92879256966,4253.672600619195,367.4687306501548,116.68637770897833,176.63312693498452,129.13668730650156,1.9736842105263157,0.0738390092879257,6956.879102167182,826.7478328173374,876.2938080495356,0.9182662538699691,1.7662538699690402,4.7670278637770895,0.0,28.976934984520124,4.672910216718266,4.937151702786378,12.820897832817337,0.5
