assists,baronKills,bountyLevel,champExperience,champLevel,championId,championTransform,consumablesPurchased,damageDealtToBuildings,damageDealtToObjectives,damageDealtToTurrets,damageSelfMitigated,deaths,detectorWardsPlaced,doubleKills,dragonKills,firstBloodAssist,firstBloodKill,firstTowerAssist,firstTowerKill,gameEndedInEarlySurrender,gameEndedInSurrender,goldEarned,goldSpent,inhibitorKills,inhibitorsLost,item0,item1,item2,item3,item4,item5,item6,itemsPurchased,killingSprees,kills,largestCriticalStrike,largestKillingSpree,largestMultiKill,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicDamageTaken,neutralMinionsKilled,nexusKills,nexusLost,objectivesStolen,objectivesStolenAssists,participantId,pentaKills,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,profileIcon,quadraKills,sightWardsBoughtInGame,spell1Casts,spell2Casts,spell3Casts,spell4Casts,summoner1Casts,summoner1Id,summoner2Casts,summoner2Id,summonerLevel,teamEarlySurrendered,teamId,timeCCingOthers,timePlayed,totalDamageDealt,totalDamageDealtToChampions,totalDamageShieldedOnTeammates,totalDamageTaken,totalHeal,totalHealsOnTeammates,totalMinionsKilled,totalTimeCCDealt,totalTimeSpentDead,totalUnitsHealed,tripleKills,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,turretKills,turretsLost,unrealKills,visionScore,visionWardsBoughtInGame,wardsKilled,wardsPlaced,win,inhibitorTakedowns,nexusTakedowns,turretTakedowns
7.905054945054945,0.08197802197802198,1.0714285714285714,11638.652527472528,13.343186813186813,247555.71296703297,0.01120879120879121,4.574285714285714,2412.4917582417584,8712.373736263737,2412.4917582417584,15088.37032967033,5.532857142857143,2.54010989010989,0.5542857142857143,0.3423076923076923,0.11967032967032967,0.09956043956043956,0.04989010989010989,0.0820879120879121,0.0032967032967032967,0.41098901098901097,10173.717692307693,9395.722197802197,0.13637362637362638,0.7,3537.9273626373624,3449.2214285714285,3060.250989010989,2865.004065934066,2578.7483516483517,2085.6053846153845,3354.1604395604395,20.53956043956044,1.2475824175824175,5.516703296703296,163.28571428571428,2.6713186813186813,1.3554945054945056,538.0915384615384,33475.64186813187,6391.086263736263,6773.9384615384615,29.751318681318683,0.06021978021978022,0.30494505494505497,0.01736263736263736,0.006703296703296703,5.5,0.002087912087912088,63330.30241758242,8276.117032967033,12616.245384615384,3249.7691208791207,0.012747252747252748,0.0,100.6076923076923,52.3121978021978,55.10285714285714,16.795604395604396,5.6510989010989015,564967.4958241758,4.275494505494506,668294.3608791209,211.60483516483515,0.0016483516483516484,150.0,19.396263736263737,1592.753846153846,104796.34483516484,15683.002967032968,327.3538461538462,20456.94153846154,5249.275604395604,461.8852747252747,108.65802197802198,195.84725274725275,152.55813186813188,1.9378021978021978,0.08120879120879121,7989.622417582417,1015.0987912087912,1065.8791208791208,0.9105494505494506,4.803846153846154,0.0,25.654835164835166,3.03,3.547032967032967,10.674285714285714,0.5,0.39912408759124085,0.19416058394160585,1.8216058394160584
