assists,baronKills,bountyLevel,champExperience,champLevel,championId,championTransform,consumablesPurchased,damageDealtToBuildings,damageDealtToObjectives,damageDealtToTurrets,damageSelfMitigated,deaths,detectorWardsPlaced,doubleKills,dragonKills,firstBloodAssist,firstBloodKill,firstTowerAssist,firstTowerKill,gameEndedInEarlySurrender,gameEndedInSurrender,goldEarned,goldSpent,inhibitorKills,inhibitorsLost,item0,item1,item2,item3,item4,item5,item6,itemsPurchased,killingSprees,kills,largestCriticalStrike,largestKillingSpree,largestMultiKill,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicDamageTaken,neutralMinionsKilled,nexusKills,nexusLost,objectivesStolen,objectivesStolenAssists,participantId,pentaKills,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,profileIcon,quadraKills,sightWardsBoughtInGame,spell1Casts,spell2Casts,spell3Casts,spell4Casts,summoner1Casts,summoner1Id,summoner2Casts,summoner2Id,summonerLevel,teamEarlySurrendered,teamId,timeCCingOthers,timePlayed,totalDamageDealt,totalDamageDealtToChampions,totalDamageShieldedOnTeammates,totalDamageTaken,totalHeal,totalHealsOnTeammates,totalMinionsKilled,totalTimeCCDealt,totalTimeSpentDead,totalUnitsHealed,tripleKills,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,turretKills,turretsLost,unrealKills,visionScore,visionWardsBoughtInGame,wardsKilled,wardsPlaced,win,inhibitorTakedowns,nexusTakedowns,turretTakedowns
6.823369565217392,0.05402173913043478,1.0965217391304347,11281.576304347825,12.98913043478261,1549900.7044565217,0.02793478260869565,2.8506521739130433,2465.0812775330396,7707.683152173913,2461.439565217391,14986.397391304348,5.774673913043478,0.9040217391304348,0.5559782608695653,0.33554347826086955,0.08228260869565217,0.09869565217391305,0.043260869565217394,0.07945652173913044,0.017391304347826087,0.41195652173913044,9683.123804347826,8897.713260869565,0.15032608695652175,0.7758810572687225,3558.9245652173913,3626.986195652174,3239.3270652173915,2795.698913043478,2128.4891304347825,1374.1026086956522,3344.0491304347825,17.623478260869565,1.2529347826086956,5.748913043478261,170.38858695652175,2.758369565217391,1.303586956521739,548.6353260869565,28136.121739130434,6084.296956521739,6433.778695652174,26.15032608695652,0.059130434782608696,0.29900881057268724,0.01684782608695652,0.005326086956521739,5.5,0.0025,59264.51804347826,8256.562173913044,12775.32597826087,3644.072391304348,0.012826086956521739,0.0,86.25141304347827,41.22010869565217,47.26380434782609,11.533695652173913,5.308804347826087,3564550.5645652176,4.1125,4121027.0670652175,118.18913043478261,0.008695652173913044,150.0,19.534565217391304,1629.5717391304347,95206.27597826086,15397.263260869566,179.67858695652174,20313.491739130433,4759.4990217391305,298.3515217391304,89.48695652173913,186.27,166.42097826086956,1.6228260869565216,0.08021739130434782,7804.876304347826,1055.7182608695653,1103.5172826086957,0.8951086956521739,4.780837004405286,0.0,17.591195652173912,1.1433695652173914,1.3810869565217392,8.165978260869565,0.5,0.38571428571428573,0.1817204301075269,1.6737327188940092
